timestamp,value
2021-01-01T00:00:00Z,1.3469509500894847
2021-01-01T00:01:00Z,-0.1437643671225974
2021-01-01T00:02:00Z,2.098236133417957
2021-01-01T00:03:00Z,-0.4812212449414668
2021-01-01T00:04:00Z,-1.061802428897397
2021-01-01T00:05:00Z,1.4879388115202345
2021-01-01T00:06:00Z,1.4412115931281306
2021-01-01T00:07:00Z,1.2014255897391077
2021-01-01T00:08:00Z,2.228269263086851
2021-01-01T00:09:00Z,-0.11525102834010212
2021-01-01T00:10:00Z,-1.2694709287621213
2021-01-01T00:11:00Z,0.36680509109370113
2021-01-01T00:12:00Z,-0.7210115051673086
2021-01-01T00:13:00Z,0.30728782222584744
2021-01-01T00:14:00Z,1.1235551705076534
2021-01-01T00:15:00Z,0.3666849430325626
2021-01-01T00:16:00Z,-1.8067720117946302
2021-01-01T00:17:00Z,-1.261649445118246
2021-01-01T00:18:00Z,0.7329008216041977
2021-01-01T00:19:00Z,1.4351622638195696
2021-01-01T00:20:00Z,0.526536501593607
2021-01-01T00:21:00Z,-1.091351905943237
2021-01-01T00:22:00Z,0.44384087554894514
2021-01-01T00:23:00Z,0.8031827416569206
2021-01-01T00:24:00Z,0.7863334197665321
2021-01-01T00:25:00Z,0.27380221188574
2021-01-01T00:26:00Z,-1.0492058369632111
2021-01-01T00:27:00Z,1.4430338949787926
2021-01-01T00:28:00Z,2.2256409529845143
2021-01-01T00:29:00Z,-0.5159089040395145
2021-01-01T00:30:00Z,-1.2973341617867546
2021-01-01T00:31:00Z,-1.4376250857178263
2021-01-01T00:32:00Z,-0.35718025937716796
2021-01-01T00:33:00Z,-0.6642198146744609
2021-01-01T00:34:00Z,-1.2034472685968538
2021-01-01T00:35:00Z,-0.035265458944456964
2021-01-01T00:36:00Z,-0.1443813529987772
2021-01-01T00:37:00Z,-0.8016653085779275
2021-01-01T00:38:00Z,-0.16332239730675038
2021-01-01T00:39:00Z,-1.6549909310335296
2021-01-01T00:40:00Z,1.2972300265513321
2021-01-01T00:41:00Z,-1.2030773967879322
2021-01-01T00:42:00Z,0.5892430813342708
2021-01-01T00:43:00Z,0.1449845846249896
2021-01-01T00:44:00Z,1.184877371474694
2021-01-01T00:45:00Z,-0.14811170050170352
2021-01-01T00:46:00Z,0.08947050796833801
2021-01-01T00:47:00Z,1.217930079798633
2021-01-01T00:48:00Z,-0.41768547414153395
2021-01-01T00:49:00Z,-0.1324266872700259
2021-01-01T00:50:00Z,-0.27877249560661976
2021-01-01T00:51:00Z,1.501419224063763
2021-01-01T00:52:00Z,0.6638577640201139
2021-01-01T00:53:00Z,-0.3737499647290491
2021-01-01T00:54:00Z,-0.9703602358605581
2021-01-01T00:55:00Z,-0.4712286613764249
